kode_provinsi,nama_provinsi,tingkat_pendidikan,kelompok_usia,jumlah_guru
31,"Prov. DKI Jakarta","SLB","41 - 45",121
31,"Prov. DKI Jakarta","SLB","46 - 50",113
31,"Prov. DKI Jakarta","SLB","51 - 55",94
31,"Prov. DKI Jakarta","SLB","56 ke atas",38
32,"Prov. Jawa Barat","TK","30 ke bawah",7919
32,"Prov. Jawa Barat","TK","31 - 35",5744
32,"Prov. Jawa Barat","TK","36 - 40",4507
32,"Prov. Jawa Barat","TK","41 - 45",5371
32,"Prov. Jawa Barat","TK","46 - 50",3008
32,"Prov. Jawa Barat","TK","51 - 55",725
32,"Prov. Jawa Barat","TK","56 ke atas",435
32,"Prov. Jawa Barat","SD","30 ke bawah",37631
32,"Prov. Jawa Barat","SD","31 - 35",18490
32,"Prov. Jawa Barat","SD","36 - 40",15058
32,"Prov. Jawa Barat","SD","41 - 45",34480
32,"Prov. Jawa Barat","SD","46 - 50",47987
32,"Prov. Jawa Barat","SD","51 - 55",37004
32,"Prov. Jawa Barat","SD","56 ke atas",18251
32,"Prov. Jawa Barat","SMP","30 ke bawah",8709
32,"Prov. Jawa Barat","SMP","31 - 35",8483
32,"Prov. Jawa Barat","SMP","36 - 40",8253
32,"Prov. Jawa Barat","SMP","41 - 45",13785
32,"Prov. Jawa Barat","SMP","46 - 50",12806
32,"Prov. Jawa Barat","SMP","51 - 55",6978
32,"Prov. Jawa Barat","SMP","56 ke atas",2572
32,"Prov. Jawa Barat","SMA","30 ke bawah",2623
32,"Prov. Jawa Barat","SMA","31 - 35",3378
32,"Prov. Jawa Barat","SMA","36 - 40",3237
32,"Prov. Jawa Barat","SMA","41 - 45",4596
32,"Prov. Jawa Barat","SMA","46 - 50",5719
32,"Prov. Jawa Barat","SMA","51 - 55",3901
32,"Prov. Jawa Barat","SMA","56 ke atas",1468
32,"Prov. Jawa Barat","SMK","30 ke bawah",4295
32,"Prov. Jawa Barat","SMK","31 - 35",3851
32,"Prov. Jawa Barat","SMK","36 - 40",3339
32,"Prov. Jawa Barat","SMK","41 - 45",3115
32,"Prov. Jawa Barat","SMK","46 - 50",2779
32,"Prov. Jawa Barat","SMK","51 - 55",1896
32,"Prov. Jawa Barat","SMK","56 ke atas",861
32,"Prov. Jawa Barat","SLB","30 ke bawah",486
32,"Prov. Jawa Barat","SLB","31 - 35",225
32,"Prov. Jawa Barat","SLB","36 - 40",330
32,"Prov. Jawa Barat","SLB","41 - 45",567
32,"Prov. Jawa Barat","SLB","46 - 50",799
32,"Prov. Jawa Barat","SLB","51 - 55",280
32,"Prov. Jawa Barat","SLB","56 ke atas",123
33,"Prov. Jawa Tengah","TK","30 ke bawah",8174
33,"Prov. Jawa Tengah","TK","31 - 35",6826
33,"Prov. Jawa Tengah","TK","36 - 40",5806
33,"Prov. Jawa Tengah","TK","41 - 45",6671
33,"Prov. Jawa Tengah","TK","46 - 50",6182
33,"Prov. Jawa Tengah","TK","51 - 55",3792
33,"Prov. Jawa Tengah","TK","56 ke atas",2086
33,"Prov. Jawa Tengah","SD","30 ke bawah",29321
33,"Prov. Jawa Tengah","SD","31 - 35",14839
33,"Prov. Jawa Tengah","SD","36 - 40",9823
33,"Prov. Jawa Tengah","SD","41 - 45",22426
33,"Prov. Jawa Tengah","SD","46 - 50",38700
33,"Prov. Jawa Tengah","SD","51 - 55",39496
33,"Prov. Jawa Tengah","SD","56 ke atas",26540
33,"Prov. Jawa Tengah","SMP","30 ke bawah",5163
33,"Prov. Jawa Tengah","SMP","31 - 35",7162
33,"Prov. Jawa Tengah","SMP","36 - 40",7470
33,"Prov. Jawa Tengah","SMP","41 - 45",13154
33,"Prov. Jawa Tengah","SMP","46 - 50",15105
33,"Prov. Jawa Tengah","SMP","51 - 55",9747
33,"Prov. Jawa Tengah","SMP","56 ke atas",3782
33,"Prov. Jawa Tengah","SMA","30 ke bawah",1629
33,"Prov. Jawa Tengah","SMA","31 - 35",2577
33,"Prov. Jawa Tengah","SMA","36 - 40",2986
33,"Prov. Jawa Tengah","SMA","41 - 45",4190
33,"Prov. Jawa Tengah","SMA","46 - 50",4708
33,"Prov. Jawa Tengah","SMA","51 - 55",3331
33,"Prov. Jawa Tengah","SMA","56 ke atas",1904
33,"Prov. Jawa Tengah","SMK","30 ke bawah",3515
33,"Prov. Jawa Tengah","SMK","31 - 35",4005
33,"Prov. Jawa Tengah","SMK","36 - 40",3650
33,"Prov. Jawa Tengah","SMK","41 - 45",3919
33,"Prov. Jawa Tengah","SMK","46 - 50",3962
33,"Prov. Jawa Tengah","SMK","51 - 55",2437
33,"Prov. Jawa Tengah","SMK","56 ke atas",1241
33,"Prov. Jawa Tengah","SLB","30 ke bawah",114
33,"Prov. Jawa Tengah","SLB","31 - 35",109
33,"Prov. Jawa Tengah","SLB","36 - 40",113
33,"Prov. Jawa Tengah","SLB","41 - 45",203
33,"Prov. Jawa Tengah","SLB","46 - 50",315
33,"Prov. Jawa Tengah","SLB","51 - 55",302
33,"Prov. Jawa Tengah","SLB","56 ke atas",138
34,"Prov. D I Yogyakarta","TK","30 ke bawah",1345
34,"Prov. D I Yogyakarta","TK","31 - 35",1265
34,"Prov. D I Yogyakarta","TK","36 - 40",1141
34,"Prov. D I Yogyakarta","TK","41 - 45",1841
34,"Prov. D I Yogyakarta","TK","46 - 50",1727
34,"Prov. D I Yogyakarta","TK","51 - 55",680
34,"Prov. D I Yogyakarta","TK","56 ke atas",241
34,"Prov. D I Yogyakarta","SD","30 ke bawah",2796
34,"Prov. D I Yogyakarta","SD","31 - 35",1986
34,"Prov. D I Yogyakarta","SD","36 - 40",1893
34,"Prov. D I Yogyakarta","SD","41 - 45",3267
34,"Prov. D I Yogyakarta","SD","46 - 50",3224
34,"Prov. D I Yogyakarta","SD","51 - 55",4130
34,"Prov. D I Yogyakarta","SD","56 ke atas",3288
34,"Prov. D I Yogyakarta","SMP","30 ke bawah",740
34,"Prov. D I Yogyakarta","SMP","31 - 35",775
34,"Prov. D I Yogyakarta","SMP","36 - 40",777
34,"Prov. D I Yogyakarta","SMP","41 - 45",1690
34,"Prov. D I Yogyakarta","SMP","46 - 50",2365
34,"Prov. D I Yogyakarta","SMP","51 - 55",2225
34,"Prov. D I Yogyakarta","SMP","56 ke atas",1100
34,"Prov. D I Yogyakarta","SMA","30 ke bawah",361
34,"Prov. D I Yogyakarta","SMA","31 - 35",506
34,"Prov. D I Yogyakarta","SMA","36 - 40",580
34,"Prov. D I Yogyakarta","SMA","41 - 45",924
34,"Prov. D I Yogyakarta","SMA","46 - 50",1097
34,"Prov. D I Yogyakarta","SMA","51 - 55",934
34,"Prov. D I Yogyakarta","SMA","56 ke atas",607
34,"Prov. D I Yogyakarta","SMK","30 ke bawah",811
34,"Prov. D I Yogyakarta","SMK","31 - 35",893
34,"Prov. D I Yogyakarta","SMK","36 - 40",923
34,"Prov. D I Yogyakarta","SMK","41 - 45",904
34,"Prov. D I Yogyakarta","SMK","46 - 50",1126
34,"Prov. D I Yogyakarta","SMK","51 - 55",982
34,"Prov. D I Yogyakarta","SMK","56 ke atas",547
34,"Prov. D I Yogyakarta","SLB","30 ke bawah",92
34,"Prov. D I Yogyakarta","SLB","31 - 35",69
34,"Prov. D I Yogyakarta","SLB","36 - 40",114
34,"Prov. D I Yogyakarta","SLB","41 - 45",204
34,"Prov. D I Yogyakarta","SLB","46 - 50",184
34,"Prov. D I Yogyakarta","SLB","51 - 55",227
34,"Prov. D I Yogyakarta","SLB","56 ke atas",155
35,"Prov. Jawa Timur","TK","30 ke bawah",16640
35,"Prov. Jawa Timur","TK","31 - 35",11420
35,"Prov. Jawa Timur","TK","36 - 40",9702
35,"Prov. Jawa Timur","TK","41 - 45",10450
35,"Prov. Jawa Timur","TK","46 - 50",7235
35,"Prov. Jawa Timur","TK","51 - 55",2906
35,"Prov. Jawa Timur","TK","56 ke atas",1752
35,"Prov. Jawa Timur","SD","30 ke bawah",47196
35,"Prov. Jawa Timur","SD","31 - 35",20309
35,"Prov. Jawa Timur","SD","36 - 40",15142
35,"Prov. Jawa Timur","SD","41 - 45",23059
35,"Prov. Jawa Timur","SD","46 - 50",40216
35,"Prov. Jawa Timur","SD","51 - 55",43010
35,"Prov. Jawa Timur","SD","56 ke atas",28960
35,"Prov. Jawa Timur","SMP","30 ke bawah",8667
35,"Prov. Jawa Timur","SMP","31 - 35",8245
35,"Prov. Jawa Timur","SMP","36 - 40",8460
35,"Prov. Jawa Timur","SMP","41 - 45",16045
35,"Prov. Jawa Timur","SMP","46 - 50",17527
35,"Prov. Jawa Timur","SMP","51 - 55",9811
35,"Prov. Jawa Timur","SMP","56 ke atas",3313
35,"Prov. Jawa Timur","SMA","30 ke bawah",3077
35,"Prov. Jawa Timur","SMA","31 - 35",3527
35,"Prov. Jawa Timur","SMA","36 - 40",3678
35,"Prov. Jawa Timur","SMA","41 - 45",5466
35,"Prov. Jawa Timur","SMA","46 - 50",6266
35,"Prov. Jawa Timur","SMA","51 - 55",3982
35,"Prov. Jawa Timur","SMA","56 ke atas",2123
35,"Prov. Jawa Timur","SMK","30 ke bawah",4261
35,"Prov. Jawa Timur","SMK","31 - 35",4082
35,"Prov. Jawa Timur","SMK","36 - 40",3731
35,"Prov. Jawa Timur","SMK","41 - 45",4532
35,"Prov. Jawa Timur","SMK","46 - 50",4412
35,"Prov. Jawa Timur","SMK","51 - 55",2396
35,"Prov. Jawa Timur","SMK","56 ke atas",999
35,"Prov. Jawa Timur","SLB","30 ke bawah",152
35,"Prov. Jawa Timur","SLB","31 - 35",105
35,"Prov. Jawa Timur","SLB","36 - 40",107
35,"Prov. Jawa Timur","SLB","41 - 45",202
35,"Prov. Jawa Timur","SLB","46 - 50",260
35,"Prov. Jawa Timur","SLB","51 - 55",130
35,"Prov. Jawa Timur","SLB","56 ke atas",39
36,"Prov. Banten","TK","30 ke bawah",2134
36,"Prov. Banten","TK","31 - 35",1715
36,"Prov. Banten","TK","36 - 40",1321
36,"Prov. Banten","TK","41 - 45",1321
36,"Prov. Banten","TK","46 - 50",639
36,"Prov. Banten","TK","51 - 55",180
36,"Prov. Banten","TK","56 ke atas",70
36,"Prov. Banten","SD","30 ke bawah",12353
36,"Prov. Banten","SD","31 - 35",7617
36,"Prov. Banten","SD","36 - 40",6128
36,"Prov. Banten","SD","41 - 45",9938
36,"Prov. Banten","SD","46 - 50",9427
36,"Prov. Banten","SD","51 - 55",6493
36,"Prov. Banten","SD","56 ke atas",3782
36,"Prov. Banten","SMP","30 ke bawah",3364
36,"Prov. Banten","SMP","31 - 35",2735
36,"Prov. Banten","SMP","36 - 40",2496
36,"Prov. Banten","SMP","41 - 45",2961
36,"Prov. Banten","SMP","46 - 50",2485
36,"Prov. Banten","SMP","51 - 55",1030
36,"Prov. Banten","SMP","56 ke atas",393
36,"Prov. Banten","SMA","30 ke bawah",1224
36,"Prov. Banten","SMA","31 - 35",1390
36,"Prov. Banten","SMA","36 - 40",1274
36,"Prov. Banten","SMA","41 - 45",1397
36,"Prov. Banten","SMA","46 - 50",1202
36,"Prov. Banten","SMA","51 - 55",478
36,"Prov. Banten","SMA","56 ke atas",177
36,"Prov. Banten","SMK","30 ke bawah",1174
36,"Prov. Banten","SMK","31 - 35",1002
36,"Prov. Banten","SMK","36 - 40",812
36,"Prov. Banten","SMK","41 - 45",744
36,"Prov. Banten","SMK","46 - 50",565
36,"Prov. Banten","SMK","51 - 55",339
36,"Prov. Banten","SMK","56 ke atas",137
36,"Prov. Banten","SLB","30 ke bawah",102
36,"Prov. Banten","SLB","31 - 35",56
36,"Prov. Banten","SLB","36 - 40",52
36,"Prov. Banten","SLB","41 - 45",79
36,"Prov. Banten","SLB","46 - 50",57
36,"Prov. Banten","SLB","51 - 55",17
36,"Prov. Banten","SLB","56 ke atas",11
51,"Prov. Bali","TK","30 ke bawah",1545
51,"Prov. Bali","TK","31 - 35",885
51,"Prov. Bali","TK","36 - 40",760
51,"Prov. Bali","TK","41 - 45",1086
51,"Prov. Bali","TK","46 - 50",916
51,"Prov. Bali","TK","51 - 55",379
51,"Prov. Bali","TK","56 ke atas",177
51,"Prov. Bali","SD","30 ke bawah",4264
51,"Prov. Bali","SD","31 - 35",1344
51,"Prov. Bali","SD","36 - 40",1293
51,"Prov. Bali","SD","41 - 45",3210
51,"Prov. Bali","SD","46 - 50",6445
51,"Prov. Bali","SD","51 - 55",4913
51,"Prov. Bali","SD","56 ke atas",3456
51,"Prov. Bali","SMP","30 ke bawah",1238
51,"Prov. Bali","SMP","31 - 35",828
51,"Prov. Bali","SMP","36 - 40",679
51,"Prov. Bali","SMP","41 - 45",1499
51,"Prov. Bali","SMP","46 - 50",2767
51,"Prov. Bali","SMP","51 - 55",2177
51,"Prov. Bali","SMP","56 ke atas",1119
51,"Prov. Bali","SMA","30 ke bawah",539
51,"Prov. Bali","SMA","31 - 35",391
51,"Prov. Bali","SMA","36 - 40",313
51,"Prov. Bali","SMA","41 - 45",736
51,"Prov. Bali","SMA","46 - 50",1313
51,"Prov. Bali","SMA","51 - 55",1223
51,"Prov. Bali","SMA","56 ke atas",514
51,"Prov. Bali","SMK","30 ke bawah",590
51,"Prov. Bali","SMK","31 - 35",405
51,"Prov. Bali","SMK","36 - 40",322
51,"Prov. Bali","SMK","41 - 45",460
51,"Prov. Bali","SMK","46 - 50",621
51,"Prov. Bali","SMK","51 - 55",551
51,"Prov. Bali","SMK","56 ke atas",249
51,"Prov. Bali","SLB","30 ke bawah",54
51,"Prov. Bali","SLB","31 - 35",34
51,"Prov. Bali","SLB","36 - 40",26
51,"Prov. Bali","SLB","41 - 45",29
51,"Prov. Bali","SLB","46 - 50",41
51,"Prov. Bali","SLB","51 - 55",50
51,"Prov. Bali","SLB","56 ke atas",27
52,"Prov. Nusa Tenggara Barat","TK","30 ke bawah",1408
52,"Prov. Nusa Tenggara Barat","TK","31 - 35",839
52,"Prov. Nusa Tenggara Barat","TK","36 - 40",674
52,"Prov. Nusa Tenggara Barat","TK","41 - 45",739
52,"Prov. Nusa Tenggara Barat","TK","46 - 50",555
52,"Prov. Nusa Tenggara Barat","TK","51 - 55",168
52,"Prov. Nusa Tenggara Barat","TK","56 ke atas",31
52,"Prov. Nusa Tenggara Barat","SD","30 ke bawah",6991
52,"Prov. Nusa Tenggara Barat","SD","31 - 35",3400
52,"Prov. Nusa Tenggara Barat","SD","36 - 40",2955
52,"Prov. Nusa Tenggara Barat","SD","41 - 45",5094
52,"Prov. Nusa Tenggara Barat","SD","46 - 50",5705
52,"Prov. Nusa Tenggara Barat","SD","51 - 55",6163
52,"Prov. Nusa Tenggara Barat","SD","56 ke atas",3223
52,"Prov. Nusa Tenggara Barat","SMP","30 ke bawah",1211
52,"Prov. Nusa Tenggara Barat","SMP","31 - 35",1452
52,"Prov. Nusa Tenggara Barat","SMP","36 - 40",1473
52,"Prov. Nusa Tenggara Barat","SMP","41 - 45",2185
52,"Prov. Nusa Tenggara Barat","SMP","46 - 50",1749
52,"Prov. Nusa Tenggara Barat","SMP","51 - 55",977
52,"Prov. Nusa Tenggara Barat","SMP","56 ke atas",577
52,"Prov. Nusa Tenggara Barat","SMA","30 ke bawah",622
52,"Prov. Nusa Tenggara Barat","SMA","31 - 35",867
52,"Prov. Nusa Tenggara Barat","SMA","36 - 40",847
52,"Prov. Nusa Tenggara Barat","SMA","41 - 45",953
52,"Prov. Nusa Tenggara Barat","SMA","46 - 50",817
52,"Prov. Nusa Tenggara Barat","SMA","51 - 55",381
52,"Prov. Nusa Tenggara Barat","SMA","56 ke atas",217
52,"Prov. Nusa Tenggara Barat","SMK","30 ke bawah",451
52,"Prov. Nusa Tenggara Barat","SMK","31 - 35",516
52,"Prov. Nusa Tenggara Barat","SMK","36 - 40",376
52,"Prov. Nusa Tenggara Barat","SMK","41 - 45",410
52,"Prov. Nusa Tenggara Barat","SMK","46 - 50",377
52,"Prov. Nusa Tenggara Barat","SMK","51 - 55",166
52,"Prov. Nusa Tenggara Barat","SMK","56 ke atas",94
52,"Prov. Nusa Tenggara Barat","SLB","30 ke bawah",12
52,"Prov. Nusa Tenggara Barat","SLB","31 - 35",6
52,"Prov. Nusa Tenggara Barat","SLB","36 - 40",28
52,"Prov. Nusa Tenggara Barat","SLB","41 - 45",42
52,"Prov. Nusa Tenggara Barat","SLB","46 - 50",38
52,"Prov. Nusa Tenggara Barat","SLB","51 - 55",20
52,"Prov. Nusa Tenggara Barat","SLB","56 ke atas",7
53,"Prov. Nusa Tenggara Timur","TK","30 ke bawah",707
53,"Prov. Nusa Tenggara Timur","TK","31 - 35",461
53,"Prov. Nusa Tenggara Timur","TK","36 - 40",441
53,"Prov. Nusa Tenggara Timur","TK","41 - 45",808
53,"Prov. Nusa Tenggara Timur","TK","46 - 50",572
53,"Prov. Nusa Tenggara Timur","TK","51 - 55",196
53,"Prov. Nusa Tenggara Timur","TK","56 ke atas",57
53,"Prov. Nusa Tenggara Timur","SD","30 ke bawah",7797
53,"Prov. Nusa Tenggara Timur","SD","31 - 35",4184
53,"Prov. Nusa Tenggara Timur","SD","36 - 40",3006
53,"Prov. Nusa Tenggara Timur","SD","41 - 45",8256
53,"Prov. Nusa Tenggara Timur","SD","46 - 50",9608
53,"Prov. Nusa Tenggara Timur","SD","51 - 55",5740
53,"Prov. Nusa Tenggara Timur","SD","56 ke atas",3690
53,"Prov. Nusa Tenggara Timur","SMP","30 ke bawah",1631
53,"Prov. Nusa Tenggara Timur","SMP","31 - 35",1974
53,"Prov. Nusa Tenggara Timur","SMP","36 - 40",1409
53,"Prov. Nusa Tenggara Timur","SMP","41 - 45",1843
53,"Prov. Nusa Tenggara Timur","SMP","46 - 50",2101
53,"Prov. Nusa Tenggara Timur","SMP","51 - 55",1774
53,"Prov. Nusa Tenggara Timur","SMP","56 ke atas",1016
53,"Prov. Nusa Tenggara Timur","SMA","30 ke bawah",693
53,"Prov. Nusa Tenggara Timur","SMA","31 - 35",1066
53,"Prov. Nusa Tenggara Timur","SMA","36 - 40",874
53,"Prov. Nusa Tenggara Timur","SMA","41 - 45",799
53,"Prov. Nusa Tenggara Timur","SMA","46 - 50",810
53,"Prov. Nusa Tenggara Timur","SMA","51 - 55",624
53,"Prov. Nusa Tenggara Timur","SMA","56 ke atas",327
53,"Prov. Nusa Tenggara Timur","SMK","30 ke bawah",308
53,"Prov. Nusa Tenggara Timur","SMK","31 - 35",521
53,"Prov. Nusa Tenggara Timur","SMK","36 - 40",451
53,"Prov. Nusa Tenggara Timur","SMK","41 - 45",373
53,"Prov. Nusa Tenggara Timur","SMK","46 - 50",422
53,"Prov. Nusa Tenggara Timur","SMK","51 - 55",297
53,"Prov. Nusa Tenggara Timur","SMK","56 ke atas",163
53,"Prov. Nusa Tenggara Timur","SLB","30 ke bawah",29
53,"Prov. Nusa Tenggara Timur","SLB","31 - 35",14
53,"Prov. Nusa Tenggara Timur","SLB","36 - 40",20
53,"Prov. Nusa Tenggara Timur","SLB","41 - 45",30
53,"Prov. Nusa Tenggara Timur","SLB","46 - 50",40
53,"Prov. Nusa Tenggara Timur","SLB","51 - 55",8
53,"Prov. Nusa Tenggara Timur","SLB","56 ke atas",3
61,"Prov. Kalimantan Barat","TK","30 ke bawah",1
61,"Prov. Kalimantan Barat","TK","31 - 35",536
61,"Prov. Kalimantan Barat","TK","36 - 40",444
61,"Prov. Kalimantan Barat","TK","41 - 45",369
61,"Prov. Kalimantan Barat","TK","46 - 50",269
61,"Prov. Kalimantan Barat","TK","51 - 55",95
61,"Prov. Kalimantan Barat","TK","56 ke atas",65
61,"Prov. Kalimantan Barat","SD","30 ke bawah",3273
61,"Prov. Kalimantan Barat","SD","31 - 35",2187
61,"Prov. Kalimantan Barat","SD","36 - 40",2467
61,"Prov. Kalimantan Barat","SD","41 - 45",6186
61,"Prov. Kalimantan Barat","SD","46 - 50",8239
61,"Prov. Kalimantan Barat","SD","51 - 55",6555
61,"Prov. Kalimantan Barat","SD","56 ke atas",3557
61,"Prov. Kalimantan Barat","SMP","30 ke bawah",1429
61,"Prov. Kalimantan Barat","SMP","31 - 35",1299
61,"Prov. Kalimantan Barat","SMP","36 - 40",1159
61,"Prov. Kalimantan Barat","SMP","41 - 45",1682
61,"Prov. Kalimantan Barat","SMP","46 - 50",1762
61,"Prov. Kalimantan Barat","SMP","51 - 55",899
61,"Prov. Kalimantan Barat","SMP","56 ke atas",398
61,"Prov. Kalimantan Barat","SMA","30 ke bawah",711
61,"Prov. Kalimantan Barat","SMA","31 - 35",806
61,"Prov. Kalimantan Barat","SMA","36 - 40",700
61,"Prov. Kalimantan Barat","SMA","41 - 45",658
61,"Prov. Kalimantan Barat","SMA","46 - 50",590
61,"Prov. Kalimantan Barat","SMA","51 - 55",213
61,"Prov. Kalimantan Barat","SMA","56 ke atas",122
61,"Prov. Kalimantan Barat","SMK","30 ke bawah",378
61,"Prov. Kalimantan Barat","SMK","31 - 35",392
61,"Prov. Kalimantan Barat","SMK","36 - 40",347
61,"Prov. Kalimantan Barat","SMK","41 - 45",336
61,"Prov. Kalimantan Barat","SMK","46 - 50",312
61,"Prov. Kalimantan Barat","SMK","51 - 55",136
61,"Prov. Kalimantan Barat","SMK","56 ke atas",58
61,"Prov. Kalimantan Barat","SLB","30 ke bawah",8
61,"Prov. Kalimantan Barat","SLB","31 - 35",7
61,"Prov. Kalimantan Barat","SLB","36 - 40",6
61,"Prov. Kalimantan Barat","SLB","41 - 45",17
61,"Prov. Kalimantan Barat","SLB","46 - 50",14
61,"Prov. Kalimantan Barat","SLB","51 - 55",10
61,"Prov. Kalimantan Barat","SLB","56 ke atas",2
62,"Prov. Kalimantan Tengah","TK","30 ke bawah",1509
62,"Prov. Kalimantan Tengah","TK","31 - 35",984
62,"Prov. Kalimantan Tengah","TK","36 - 40",774
62,"Prov. Kalimantan Tengah","TK","41 - 45",641
62,"Prov. Kalimantan Tengah","TK","46 - 50",369
62,"Prov. Kalimantan Tengah","TK","51 - 55",186
62,"Prov. Kalimantan Tengah","TK","56 ke atas",93
62,"Prov. Kalimantan Tengah","SD","30 ke bawah",4929
62,"Prov. Kalimantan Tengah","SD","31 - 35",2750
62,"Prov. Kalimantan Tengah","SD","36 - 40",2605
62,"Prov. Kalimantan Tengah","SD","41 - 45",4987
62,"Prov. Kalimantan Tengah","SD","46 - 50",4712
62,"Prov. Kalimantan Tengah","SD","51 - 55",2655
62,"Prov. Kalimantan Tengah","SD","56 ke atas",1279
62,"Prov. Kalimantan Tengah","SMP","30 ke bawah",1427
62,"Prov. Kalimantan Tengah","SMP","31 - 35",1151
62,"Prov. Kalimantan Tengah","SMP","36 - 40",1078
62,"Prov. Kalimantan Tengah","SMP","41 - 45",1397
62,"Prov. Kalimantan Tengah","SMP","46 - 50",1132
62,"Prov. Kalimantan Tengah","SMP","51 - 55",415
62,"Prov. Kalimantan Tengah","SMP","56 ke atas",228
62,"Prov. Kalimantan Tengah","SMA","30 ke bawah",711
62,"Prov. Kalimantan Tengah","SMA","31 - 35",676
62,"Prov. Kalimantan Tengah","SMA","36 - 40",589
62,"Prov. Kalimantan Tengah","SMA","41 - 45",640
62,"Prov. Kalimantan Tengah","SMA","46 - 50",497
62,"Prov. Kalimantan Tengah","SMA","51 - 55",280
62,"Prov. Kalimantan Tengah","SMA","56 ke atas",94
62,"Prov. Kalimantan Tengah","SMK","30 ke bawah",419
62,"Prov. Kalimantan Tengah","SMK","31 - 35",381
62,"Prov. Kalimantan Tengah","SMK","36 - 40",288
62,"Prov. Kalimantan Tengah","SMK","41 - 45",206
62,"Prov. Kalimantan Tengah","SMK","46 - 50",242
62,"Prov. Kalimantan Tengah","SMK","51 - 55",114
62,"Prov. Kalimantan Tengah","SMK","56 ke atas",52
62,"Prov. Kalimantan Tengah","SLB","30 ke bawah",15
62,"Prov. Kalimantan Tengah","SLB","31 - 35",9
62,"Prov. Kalimantan Tengah","SLB","36 - 40",10
62,"Prov. Kalimantan Tengah","SLB","41 - 45",9
62,"Prov. Kalimantan Tengah","SLB","46 - 50",17
62,"Prov. Kalimantan Tengah","SLB","51 - 55",4
62,"Prov. Kalimantan Tengah","SLB","56 ke atas",4
63,"Prov. Kalimantan Selatan","TK","30 ke bawah",2392
63,"Prov. Kalimantan Selatan","TK","31 - 35",1366
63,"Prov. Kalimantan Selatan","TK","36 - 40",1493
63,"Prov. Kalimantan Selatan","TK","41 - 45",1245
63,"Prov. Kalimantan Selatan","TK","46 - 50",810
63,"Prov. Kalimantan Selatan","TK","51 - 55",304
63,"Prov. Kalimantan Selatan","TK","56 ke atas",151
63,"Prov. Kalimantan Selatan","SD","30 ke bawah",6931
63,"Prov. Kalimantan Selatan","SD","31 - 35",3078
63,"Prov. Kalimantan Selatan","SD","36 - 40",2466
63,"Prov. Kalimantan Selatan","SD","41 - 45",4539
63,"Prov. Kalimantan Selatan","SD","46 - 50",6140
63,"Prov. Kalimantan Selatan","SD","51 - 55",4704
63,"Prov. Kalimantan Selatan","SD","56 ke atas",3494
63,"Prov. Kalimantan Selatan","SMP","30 ke bawah",1458
63,"Prov. Kalimantan Selatan","SMP","31 - 35",1238
63,"Prov. Kalimantan Selatan","SMP","36 - 40",1267
63,"Prov. Kalimantan Selatan","SMP","41 - 45",1410
63,"Prov. Kalimantan Selatan","SMP","46 - 50",1631
63,"Prov. Kalimantan Selatan","SMP","51 - 55",1080
63,"Prov. Kalimantan Selatan","SMP","56 ke atas",466
63,"Prov. Kalimantan Selatan","SMA","30 ke bawah",635
63,"Prov. Kalimantan Selatan","SMA","31 - 35",636
63,"Prov. Kalimantan Selatan","SMA","36 - 40",518
63,"Prov. Kalimantan Selatan","SMA","41 - 45",637
63,"Prov. Kalimantan Selatan","SMA","46 - 50",513
63,"Prov. Kalimantan Selatan","SMA","51 - 55",361
63,"Prov. Kalimantan Selatan","SMA","56 ke atas",172
63,"Prov. Kalimantan Selatan","SMK","30 ke bawah",439
63,"Prov. Kalimantan Selatan","SMK","31 - 35",464
63,"Prov. Kalimantan Selatan","SMK","36 - 40",326
63,"Prov. Kalimantan Selatan","SMK","41 - 45",296
63,"Prov. Kalimantan Selatan","SMK","46 - 50",302
63,"Prov. Kalimantan Selatan","SMK","51 - 55",232
